winner,allocation,payment,scores,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_is_incumbent
SpaceX,{'p_81_0': 'SpaceX'},1.7711980464879967e+18,"{'China': 0.5306309609979025, 'France': 0.7114748931031468, 'Germany': 0.8173234453787234, 'India': 0.8405969360002995, 'Israel': 0.7457703750900625, 'Japan': 0.5967712614508786, 'Russia': 0.7212822459822272, 'UAE': 0.9253869515982704, 'UK': 0.8042960675856744, 'ULA': 0.7772462212913316, 'USA': 0.9216054544774969, 'SpaceX': 0.9992388410358994}",81,2020,0.9474179833413123,True,SpaceX,0.07385188943762899,1,0.0,True
SpaceX,{'p_84_0': 'SpaceX'},1.8350978875381466e+18,"{'China': 0.7478269992411338, 'France': 0.8439266983335252, 'Germany': 0.9093581152556611, 'India': 0.3083240119216797, 'Israel': 0.7527693410794601, 'Japan': 0.8536824296362499, 'Russia': 0.9183436194272714, 'UAE': 0.858114274667258, 'UK': 0.620003435001136, 'ULA': 0.8088750513339333, 'USA': 0.9350031602676765, 'SpaceX': 0.9855450920759281}",84,2023,0.9474179833413123,True,SpaceX,0.05054193180825162,1,0.0,True
SpaceX,"{'p_87_0': 'SpaceX', 'p_87_1': 'SpaceX'}",2.056639360275456e+18,"{'China': 0.7853644627469215, 'France': 0.8262488387300836, 'Germany': 0.8538685284809928, 'India': 0.6098946129081759, 'Israel': 0.6277681764357136, 'Japan': 0.7826184957519964, 'Russia': 0.882207692130662, 'UAE': 0.4346164682550969, 'UK': 0.7842937876005528, 'ULA': 0.8851376396687941, 'USA': 0.41925434405719114, 'SpaceX': 0.9869431378360426}",87,2025,0.9474179833413123,True,SpaceX,0.10180549816724849,1,0.0,True
SpaceX,{'p_91_0': 'SpaceX'},1.9652632549185298e+18,"{'China': 0.3807149179717523, 'France': 0.3482453846444912, 'Germany': 0.6817889386176514, 'India': 0.5241043560640007, 'Israel': 0.6408331137392547, 'Japan': 0.9028739164987175, 'Russia': 0.9530541856114543, 'UAE': 0.906730196654617, 'UK': 0.5578694656986026, 'ULA': 0.8587730034589447, 'USA': 0.838412219432577, 'SpaceX': 0.9877286741656547}",91,2025,0.9474179833413123,True,SpaceX,0.03467448855420041,2,0.0,True
SpaceX,{'p_97_0': 'SpaceX'},3.09920910169771e+18,"{'China': 0.6154807422304829, 'France': 0.740280187975008, 'Germany': 0.8026397913455274, 'India': 0.6712536720724929, 'Israel': 0.6241872668806115, 'Japan': 0.7291181869686615, 'Russia': 0.6182056218055735, 'UAE': 0.5951632017968652, 'UK': 0.49221735333365696, 'ULA': 0.915369112856652, 'USA': 0.47725674514869637, 'SpaceX': 0.9926378226733843}",97,2015,0.9474179833413123,True,SpaceX,0.07726870981673228,1,0.0,True
SpaceX,"{'p_98_3': 'SpaceX', 'p_98_0': 'SpaceX'}",3.8198270858703596e+18,"{'China': 0.6032957127548031, 'France': 0.6437112729899305, 'Germany': 0.782481481003349, 'India': 0.7180462912569243, 'Israel': 0.5514838941378745, 'Japan': 0.7881804135878944, 'Russia': 0.9237125387797361, 'UAE': 0.7388223431671609, 'UK': 0.899551712984912, 'ULA': 0.6568492848452204, 'USA': 0.6053969642950144, 'SpaceX': 0.9939084832821719}",98,2020,0.9474179833413123,True,SpaceX,0.07019594450243571,1,0.0,True
SpaceX,{'p_99_0': 'SpaceX'},1.5835861226557975e+18,"{'China': 0.5763464173482471, 'France': 0.7597753477275079, 'Germany': 0.7671624296972079, 'India': 0.5772544442623871, 'Israel': 0.9036234052152937, 'Japan': 0.4348722204189546, 'Russia': 0.6315940082863059, 'UAE': 0.4018622866017539, 'UK': 0.7634032077816155, 'ULA': 0.9121308798266601, 'USA': 0.7688073240310399, 'SpaceX': 0.9921313559588428}",99,2019,0.9474179833413123,True,SpaceX,0.08000047613218275,1,0.0,True
SpaceX,{},0.0,"{'China': 0.7495364829213557, 'France': 0.6818470949920297, 'Germany': 0.8320036439097733, 'India': 0.6449673674043834, 'Israel': 0.5358145289881372, 'Japan': 0.8512603619664398, 'Russia': 0.8600851182313802, 'UAE': 0.7683993537007376, 'UK': 0.8088564557667118, 'ULA': 0.7949841404019464, 'USA': 0.7756523747416911, 'SpaceX': 0.9990869232495246}",102,2022,0.9474179833413123,True,SpaceX,0.1390018050181444,1,0.0,True
SpaceX,{'p_105_0': 'SpaceX'},3.6065135048772115e+17,"{'China': 0.6769739037318193, 'France': 0.6204857621394054, 'Germany': 0.7779486561943919, 'India': 0.6829828160354049, 'Israel': 0.9247024977741102, 'Japan': 0.7474070435085358, 'Russia': 0.55808587008073, 'UAE': 0.803813163575312, 'UK': 0.9064321337321687, 'ULA': 0.8903948023018807, 'USA': 0.7426402674993251, 'SpaceX': 0.95086057835098}",105,2016,0.9474179833413123,True,SpaceX,0.026158080576869858,3,0.0,True
SpaceX,"{'p_111_0': 'SpaceX', 'p_111_1': 'SpaceX'}",3.59668409132271e+18,"{'China': 0.451854999904194, 'France': 0.45726673090841563, 'Germany': 0.8519014915482193, 'India': 0.6691602384186245, 'Israel': 0.9449701790155641, 'Japan': 0.6961684032248932, 'Russia': 0.7385977679890433, 'UAE': 0.7446709491906892, 'UK': 0.7039695255394973, 'ULA': 0.7573453528627911, 'USA': 0.6742056504957485, 'SpaceX': 0.9983974377369065}",111,2014,0.9474179833413123,True,SpaceX,0.05342725872134235,1,0.0,True
SpaceX,{},0.0,"{'China': 0.7044145832531672, 'France': 0.6639328019954424, 'Germany': 0.7422490332322612, 'India': 0.49846835259999595, 'Israel': 0.5990545367618654, 'Japan': 0.7425925957108256, 'Russia': 0.7720325320859821, 'UAE': 0.6200729246944914, 'UK': 0.8943567780188832, 'ULA': 0.8485442043087444, 'USA': 0.7319666505079033, 'SpaceX': 0.9981555462847994}",112,2020,0.9474179833413123,True,SpaceX,0.10379876826591616,1,0.0,True
SpaceX,{'p_115_0': 'SpaceX'},7.358154740312417e+17,"{'China': 0.5948235177871198, 'France': 0.8654505717257028, 'Germany': 0.9726165052328106, 'India': 0.7917810843071703, 'Israel': 0.9605827212003933, 'Japan': 0.7375777757177168, 'Russia': 0.9040287032521631, 'UAE': 0.38350965902624545, 'UK': 0.832028427383692, 'ULA': 0.8097288974940969, 'USA': 0.49257029600469227, 'SpaceX': 0.9982592885963832}",115,2021,0.9474179833413123,True,SpaceX,0.02564278336357262,3,0.0,True
SpaceX,{'p_118_0': 'SpaceX'},1.6593988112423562e+17,"{'China': 0.896832301150402, 'France': 0.6707564323969585, 'Germany': 0.8969711540517232, 'India': 0.5717055599679913, 'Israel': 0.8638969021907177, 'Japan': 0.8403485765493076, 'Russia': 0.6823883714341985, 'UAE': 0.9086800583024796, 'UK': 0.5582180842667872, 'ULA': 0.7967835265667369, 'USA': 0.8268815290733773, 'SpaceX': 0.993803204095401}",118,2021,0.9474179833413123,True,SpaceX,0.08512314579292146,1,0.0,True
SpaceX,{'p_125_0': 'SpaceX'},8.879523126351059e+17,"{'China': 0.4076801447605078, 'France': 0.8075048150914179, 'Germany': 0.8008031584027268, 'India': 0.6067029205818282, 'Israel': 0.9342739315110036, 'Japan': 0.9480122352965278, 'Russia': 0.842031525274774, 'UAE': 0.8442424752023193, 'UK': 0.7409454510630973, 'ULA': 0.8606138476847555, 'USA': 0.706752216309419, 'SpaceX': 0.9961142232701129}",125,2019,0.9474179833413123,True,SpaceX,0.048101987973585114,2,0.0,True
SpaceX,"{'p_131_2': 'SpaceX', 'p_131_0': 'SpaceX', 'p_131_1': 'SpaceX'}",3.43823661185698e+18,"{'China': 0.6101756816688653, 'France': 0.9233910232649286, 'Germany': 0.6352595379175623, 'India': 0.6387442044349387, 'Israel': 0.56147032126352, 'Japan': 0.8046958730157925, 'Russia': 0.8284356057924115, 'UAE': 0.7803044780350363, 'UK': 0.8704922671885281, 'ULA': 0.389519078875997, 'USA': 0.40557173163875704, 'SpaceX': 0.9898679410640266}",131,2019,0.9474179833413123,True,SpaceX,0.06647691779909803,1,0.0,True
SpaceX,{'p_132_0': 'SpaceX'},3758565287766.0757,"{'China': 0.6445310104460825, 'France': 0.9505246936142392, 'Germany': 0.7090383595530021, 'India': 0.4653312328493434, 'Israel': 0.8796739662203771, 'Japan': 0.7183241294046655, 'Russia': 0.707932366872015, 'UAE': 0.48724741816531064, 'UK': 0.9252965961812655, 'ULA': 0.6265441115992056, 'USA': 0.552953247851211, 'SpaceX': 0.978447173417048}",132,2012,0.9474179833413123,True,SpaceX,0.02792247980280882,2,0.0,True
SpaceX,{'p_135_0': 'SpaceX'},2.1637451013643855e+18,"{'China': 0.6089540716332891, 'France': 0.8666503339898268, 'Germany': 0.4796245091080668, 'India': 0.7908375149969764, 'Israel': 0.8408055867301231, 'Japan': 0.8013196858819174, 'Russia': 0.7199112483428394, 'UAE': 0.6571820758085274, 'UK': 0.5236718041173328, 'ULA': 0.821102130621159, 'USA': 0.8446766096518686, 'SpaceX': 0.9999890419991345}",135,2024,0.9474179833413123,True,SpaceX,0.1333387080093077,1,0.0,True
SpaceX,{'p_137_0': 'SpaceX'},4.997129131135447e+18,"{'China': 0.8006367529043371, 'France': 0.6944175760576582, 'Germany': 0.8318878603040458, 'India': 0.8782091135859847, 'Israel': 0.6387562756898042, 'Japan': 0.5790163729221507, 'Russia': 0.8714072476034456, 'UAE': 0.8481151695363308, 'UK': 0.8747955373803067, 'ULA': 0.9392289980523608, 'USA': 0.5659959636456031, 'SpaceX': 0.9999774958625239}",137,2025,0.9474179833413123,True,SpaceX,0.060748497810163116,1,0.0,True
SpaceX,{'p_138_0': 'SpaceX'},3.633803465193222e+18,"{'China': 0.6369944181514114, 'France': 0.7127457524229571, 'Germany': 0.8716047069014413, 'India': 0.8506741313170294, 'Israel': 0.30383161424637783, 'Japan': 0.821969864753525, 'Russia': 0.9108278218070108, 'UAE': 0.8168398156860811, 'UK': 0.7658096553838774, 'ULA': 0.9640586582019605, 'USA': 0.7620600044525063, 'SpaceX': 0.9997622278344039}",138,2018,0.9474179833413123,True,SpaceX,0.03570356963244348,2,0.0,True
SpaceX,{'p_139_1': 'SpaceX'},3.688375549256909e+18,"{'China': 0.45535827485484476, 'France': 0.8393854239660723, 'Germany': 0.798554909274227, 'India': 0.6038871933130954, 'Israel': 0.8528355012359783, 'Japan': 0.5588303113117923, 'Russia': 0.6886508920116606, 'UAE': 0.7664375284080478, 'UK': 0.7435024625223086, 'ULA': 0.9067924328848616, 'USA': 0.480597767908864, 'SpaceX': 0.9987133551297801}",139,2014,0.9474179833413123,True,SpaceX,0.09192092224491855,1,0.0,True
SpaceX,{'p_141_1': 'SpaceX'},1.7677264732048407e+18,"{'China': 0.7598529430145012, 'France': 0.7507919401799047, 'Germany': 0.4752566578149579, 'India': 0.7600036671373757, 'Israel': 0.7401701507766328, 'Japan': 0.6631629372570446, 'Russia': 0.7360472554256183, 'UAE': 0.5514561156391597, 'UK': 0.8751087526435902, 'ULA': 0.7881832271492678, 'USA': 0.7194860975880806, 'SpaceX': 0.9978570375929373}",141,2020,0.9474179833413123,True,SpaceX,0.12274828494934709,1,0.0,True
SpaceX,"{'p_143_2': 'SpaceX', 'p_143_1': 'SpaceX', 'p_143_0': 'SpaceX'}",3.43960876928179e+18,"{'China': 0.7685391891794012, 'France': 0.5104327602908346, 'Germany': 0.9197773481303452, 'India': 0.7333700154388463, 'Israel': 0.8092632131935376, 'Japan': 0.6329782537426741, 'Russia': 0.6872949278460236, 'UAE': 0.6671961065588271, 'UK': 0.6968214643801514, 'ULA': 0.7497058822270107, 'USA': 0.8790007227392006, 'SpaceX': 0.9753623083074194}",143,2014,0.9474179833413123,True,SpaceX,0.05558496017707426,1,0.0,True
SpaceX,{'p_146_0': 'SpaceX'},3348665392246.96,"{'China': 0.8597451443889675, 'France': 0.7077805895252324, 'Germany': 0.5778005531744597, 'India': 0.5019527378204011, 'Israel': 0.62675903762516, 'Japan': 0.5798154037872385, 'Russia': 0.8122118226036596, 'UAE': 0.9792562468784134, 'UK': 0.716573048431458, 'ULA': 0.7913189938374852, 'USA': 0.7801212706957077, 'SpaceX': 0.9921665441119666}",146,2013,0.9474179833413123,True,SpaceX,0.012910297233553192,2,0.0,True
Japan,{'p_148_0': 'Japan'},2.2407440523968847e+18,"{'China': 0.6631835782194099, 'France': 0.7200768355360079, 'Germany': 0.8058748526711232, 'India': 0.6601095630584992, 'Israel': 0.9122220422288029, 'Japan': 0.9791421008550671, 'Russia': 0.5920917189507712, 'UAE': 0.7530863071904076, 'UK': 0.7921265847539799, 'ULA': 0.4971051627744965, 'USA': 0.6462573739483758, 'SpaceX': 0.963418785137335}",148,2022,0.5903638008013787,True,SpaceX,0.01572331571773211,2,0.3570541825399336,True
SpaceX,{'p_149_0': 'SpaceX'},2.341785588416268e+18,"{'China': 0.8066274861857202, 'France': 0.8424291680499199, 'Germany': 0.828917667098558, 'India': 0.9440217116911771, 'Israel': 0.8256068681172696, 'Japan': 0.7973729454383226, 'Russia': 0.9066438253481468, 'UAE': 0.6253767885277861, 'UK': 0.8773269318129389, 'ULA': 0.8155421610374093, 'USA': 0.8318407176590452, 'SpaceX': 0.9678418087630576}",149,2015,0.9474179833413123,True,SpaceX,0.023820097071880486,2,0.0,True
SpaceX,{'p_152_1': 'SpaceX'},3.7457904779291566e+18,"{'China': 0.7252102430847922, 'France': 0.9179542693736793, 'Germany': 0.9543954292291243, 'India': 0.9324611466591346, 'Israel': 0.7508885988868974, 'Japan': 0.831752174264041, 'Russia': 0.730240714684155, 'UAE': 0.6559898842562508, 'UK': 0.692392299714767, 'ULA': 0.49741752440168363, 'USA': 0.6091445852337432, 'SpaceX': 0.9994979851019685}",152,2025,0.9474179833413123,True,SpaceX,0.045102555872844174,2,0.0,True
SpaceX,"{'p_156_1': 'SpaceX', 'p_156_0': 'SpaceX'}",2.694462060613709e+18,"{'China': 0.8205746105755126, 'France': 0.800653820779875, 'Germany': 0.8906240021252867, 'India': 0.7601907128888549, 'Israel': 0.5630717465350799, 'Japan': 0.6639504046392591, 'Russia': 0.6900513797158263, 'UAE': 0.6021386629816861, 'UK': 0.8023147053353965, 'ULA': 0.8727321780634563, 'USA': 0.6321148775345652, 'SpaceX': 0.9640552971665708}",156,2024,0.9474179833413123,True,SpaceX,0.0734312950412841,1,0.0,True
SpaceX,{'p_160_1': 'SpaceX'},3.1112768170770007e+18,"{'China': 0.8681453150170716, 'France': 0.6109816892888528, 'Germany': 0.8244470588905153, 'India': 0.5471108736774614, 'Israel': 0.6749029058964413, 'Japan': 0.7099584935906929, 'Russia': 0.845447936302828, 'UAE': 0.682506925687466, 'UK': 0.6731905386129787, 'ULA': 0.9008367617303012, 'USA': 0.7539504621117981, 'SpaceX': 0.9946059988567773}",160,2014,0.9474179833413123,False,SpaceX,0.093769237126476,1,0.0,True
