winner,allocation,payment,scores,probabilities,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_is_incumbent
Germany,"{'p_43_0': 'SpaceX', 'p_43_1': 'SpaceX', 'p_43_2': 'SpaceX'}",2.9747165113561825e+18,"{'China': 0.7716507177033493, 'France': 0.7120065789473684, 'Germany': 0.7624489795918368, 'India': 0.7966318234610918, 'Israel': 0.6738711619506322, 'Japan': 0.7438790035587188, 'Russia': 0.8232897384305835, 'UAE': 0.7700336700336702, 'UK': 0.770694162067964, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 4.4677570650949396e-23, 'France': 1.2338952017253783e-07, 'Germany': 0.9999998328355965, 'India': 1.6808969537737663e-15, 'Israel': 1.7419991109415135e-16, 'Japan': 3.1237715573120785e-11, 'Russia': 5.894474638720064e-19, 'UAE': 5.1547559198511555e-12, 'UK': 1.907376639691949e-19, 'ULA': 4.443380049203871e-11, 'USA': 5.28310794946844e-21, 'SpaceX': 4.3694055080487924e-08}",43,2016,0.7181235780851457,True,SpaceX,0.13504359490274986,1,0.26734041046250645,True
France,{'p_45_0': 'SpaceX'},1.3195820128262879e+18,"{'China': 0.7716507177033493, 'France': 0.7120065789473684, 'Germany': 0.7840445269016698, 'India': 0.7966318234610918, 'Israel': 0.6738711619506322, 'Japan': 0.7438790035587188, 'Russia': 0.8232897384305835, 'UAE': 0.7700336700336702, 'UK': 0.770694162067964, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 7.191214248174176e-06, 'France': 0.8335150822022404, 'Germany': 0.16647527047921895, 'India': 1.4666295746771671e-07, 'Israel': 3.252419881336589e-08, 'Japan': 1.005546129462443e-08, 'Russia': 1.3317463861311215e-09, 'UAE': 2.8962358905188536e-11, 'UK': 4.0305652838410364e-14, 'ULA': 1.3838834313129085e-11, 'USA': 2.0742655522382522e-12, 'SpaceX': 2.2654850125736327e-06}",45,2020,0.6948168424215722,True,SpaceX,0.13504359490274986,1,0.29064714612608,True
ULA,{'p_53_0': 'SpaceX'},1.6101898647442929e+18,"{'China': 0.7716507177033493, 'France': 0.7341599190283401, 'Germany': 0.7840445269016698, 'India': 0.7966318234610918, 'Israel': 0.6738711619506322, 'Japan': 0.7438790035587188, 'Russia': 0.8232897384305835, 'UAE': 0.7700336700336702, 'UK': 0.770694162067964, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 4.43528348132036e-19, 'France': 3.6755926896656696e-07, 'Germany': 1.0628572921917211e-05, 'India': 2.7065061294293695e-13, 'Israel': 1.695499826305517e-21, 'Japan': 1.1130425254757012e-13, 'Russia': 5.61380367060371e-16, 'UAE': 3.8154891078020684e-13, 'UK': 1.2979800786055155e-11, 'ULA': 0.9999890034509324, 'USA': 1.3525436174044876e-10, 'SpaceX': 2.678784577612914e-10}",53,2015,0.9712378497734775,True,SpaceX,0.13504359490274986,1,0.014226138774174668,True
UAE,"{'p_61_0': 'SpaceX', 'p_61_1': 'SpaceX'}",7088329116825.222,"{'China': 0.7716507177033493, 'France': 0.7341599190283401, 'Germany': 0.7840445269016698, 'India': 0.7966318234610918, 'Israel': 0.6738711619506322, 'Japan': 0.7438790035587188, 'Russia': 0.8232897384305835, 'UAE': 0.7700336700336702, 'UK': 0.770694162067964, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 2.7724063545837295e-11, 'France': 7.224484914673897e-07, 'Germany': 8.288471901773898e-11, 'India': 1.778118809225006e-09, 'Israel': 3.53751310417136e-09, 'Japan': 8.656569424046997e-05, 'Russia': 1.227835353402527e-15, 'UAE': 0.9988627876039928, 'UK': 4.095659118801147e-09, 'ULA': 0.000995800662534168, 'USA': 3.5583051585902645e-07, 'SpaceX': 5.3758238324101484e-05}",61,2012,0.8170985992363786,False,SpaceX,0.13504359490274986,1,0.16836538931127354,True
India,{'p_62_1': 'SpaceX'},3.637932968093763e+18,"{'China': 0.7716507177033493, 'France': 0.7341599190283401, 'Germany': 0.7840445269016698, 'India': 0.7966318234610918, 'Israel': 0.6738711619506322, 'Japan': 0.7438790035587188, 'Russia': 0.8232897384305835, 'UAE': 0.7058641975308643, 'UK': 0.770694162067964, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 3.343008454570489e-13, 'France': 1.7686131604334338e-22, 'Germany': 1.064483495790845e-11, 'India': 0.9985174464835316, 'Israel': 1.8194479735355736e-06, 'Japan': 6.20583652570222e-20, 'Russia': 5.563591457533398e-09, 'UAE': 0.0014807284939181936, 'UK': 2.340601690343424e-16, 'ULA': 9.635595854772943e-16, 'USA': 1.2831187376956936e-20, 'SpaceX': 4.997620321377582e-15}",62,2024,0.85145063362918,True,SpaceX,0.13504359490274986,1,0.1340133549184721,True
Russia,{'p_64_0': 'SpaceX'},3.2389926261677894e+17,"{'China': 0.7716507177033493, 'France': 0.7341599190283401, 'Germany': 0.7840445269016698, 'India': 0.8122755293487002, 'Israel': 0.6738711619506322, 'Japan': 0.7438790035587188, 'Russia': 0.8232897384305835, 'UAE': 0.7058641975308643, 'UK': 0.770694162067964, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 2.4598276504517207e-08, 'France': 8.077319441548055e-07, 'Germany': 0.0010450245601409916, 'India': 6.675400298353928e-06, 'Israel': 6.667718618611997e-10, 'Japan': 3.903296999887473e-09, 'Russia': 0.09410416100280104, 'UAE': 0.9046179324551115, 'UK': 2.025816198399124e-15, 'ULA': 7.590132418996218e-12, 'USA': 0.0002247643211136547, 'SpaceX': 6.053526529166397e-07}",64,2014,0.9648562412942798,True,SpaceX,0.13504359490274986,1,0.020607747253372333,True
Russia,{'p_68_0': 'SpaceX'},2.3881406215845934e+18,"{'China': 0.7716507177033493, 'France': 0.7341599190283401, 'Germany': 0.7840445269016698, 'India': 0.8122755293487002, 'Israel': 0.6738711619506322, 'Japan': 0.7438790035587188, 'Russia': 0.8350704225352114, 'UAE': 0.7058641975308643, 'UK': 0.770694162067964, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 1.2481788470098325e-12, 'France': 5.459321425858152e-11, 'Germany': 2.9662946384193295e-07, 'India': 3.8863578790919914e-08, 'Israel': 2.9557935501966702e-18, 'Japan': 8.28903375562836e-14, 'Russia': 0.9999996644510326, 'UAE': 1.0238185815247468e-21, 'UK': 1.501735845638089e-17, 'ULA': 2.5049731672765924e-17, 'USA': 3.8963993734937945e-16, 'SpaceX': 3.223477170191521e-21}",68,2023,0.9648562412942798,False,SpaceX,0.12326291079812202,1,0.020607747253372333,True
Israel,{'p_71_0': 'SpaceX'},2.885901232477914e+17,"{'China': 0.7716507177033493, 'France': 0.7341599190283401, 'Germany': 0.7840445269016698, 'India': 0.8122755293487002, 'Israel': 0.6738711619506322, 'Japan': 0.7438790035587188, 'Russia': 0.7828785211267606, 'UAE': 0.7058641975308643, 'UK': 0.770694162067964, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 9.099254108253403e-25, 'France': 2.2697589327455145e-31, 'Germany': 8.294995377917099e-33, 'India': 2.1765432642704946e-18, 'Israel': 1.0, 'Japan': 5.001315707252666e-30, 'Russia': 1.0825772019728682e-31, 'UAE': 1.6894972064255953e-26, 'UK': 4.9218686367249855e-27, 'ULA': 1.301025968608336e-26, 'USA': 6.419165784581527e-26, 'SpaceX': 4.450736203880269e-28}",71,2020,0.7913958229561631,True,SpaceX,0.1460578039846332,1,0.1940681655914891,True
Germany,{'p_74_0': 'SpaceX'},2750467445437.001,"{'China': 0.7716507177033493, 'France': 0.7341599190283401, 'Germany': 0.7840445269016698, 'India': 0.8122755293487002, 'Israel': 0.7010485651214129, 'Japan': 0.7438790035587188, 'Russia': 0.7828785211267606, 'UAE': 0.7058641975308643, 'UK': 0.770694162067964, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 2.3382346399105054e-14, 'France': 3.4813149198237406e-13, 'Germany': 0.41399727281063214, 'India': 6.344941906527551e-08, 'Israel': 2.4737091594094436e-09, 'Japan': 4.3116250812479894e-05, 'Russia': 5.3206791044034956e-09, 'UAE': 6.158603242825961e-08, 'UK': 3.8266139399659206e-06, 'ULA': 1.3518007511553114e-10, 'USA': 0.5859546705320007, 'SpaceX': 9.808272233987926e-07}",74,2012,0.7181235780851457,False,SpaceX,0.1460578039846332,1,0.26734041046250645,True
USA,{'p_78_0': 'SpaceX'},1.6381309702483333e+18,"{'China': 0.7716507177033493, 'France': 0.7341599190283401, 'Germany': 0.7187074829931973, 'India': 0.8122755293487002, 'Israel': 0.7010485651214129, 'Japan': 0.7438790035587188, 'Russia': 0.7828785211267606, 'UAE': 0.7058641975308643, 'UK': 0.770694162067964, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 4.1469086415859567e-07, 'France': 1.1415458246373444e-11, 'Germany': 6.370283706530259e-07, 'India': 2.708278884012489e-11, 'Israel': 9.888016076584564e-16, 'Japan': 1.2112228979566395e-12, 'Russia': 3.3765665644672673e-06, 'UAE': 2.6758295881726632e-17, 'UK': 1.14236520473103e-05, 'ULA': 1.2529567303011146e-11, 'USA': 0.9999841400001328, 'SpaceX': 8.009780514420481e-09}",78,2018,0.9543956361902969,True,SpaceX,0.1460578039846332,1,0.031068352357355278,True
India,{'p_80_0': 'SpaceX'},3.6475087722287345e+18,"{'China': 0.7716507177033493, 'France': 0.7341599190283401, 'Germany': 0.7187074829931973, 'India': 0.8122755293487002, 'Israel': 0.7010485651214129, 'Japan': 0.7438790035587188, 'Russia': 0.7828785211267606, 'UAE': 0.7058641975308643, 'UK': 0.770694162067964, 'ULA': 0.8034224598930483, 'USA': 0.7808724832214765, 'SpaceX': 0.9583333333333334}","{'China': 1.8932005693495557e-20, 'France': 5.531890823672746e-18, 'Germany': 1.9801511185233666e-10, 'India': 0.9916499280251626, 'Israel': 1.7479455621215436e-12, 'Japan': 3.0727384353446218e-12, 'Russia': 2.9019256940380186e-20, 'UAE': 1.0942776993338603e-14, 'UK': 0.00835006970271543, 'ULA': 3.7561159610394937e-17, 'USA': 2.069274195025459e-09, 'SpaceX': 8.6095605875637e-16}",80,2017,0.85145063362918,False,SpaceX,0.1460578039846332,1,0.1340133549184721,True
UK,{'p_81_0': 'SpaceX'},1.2489083124294945e+18,"{'China': 0.7716507177033493, 'France': 0.7341599190283401, 'Germany': 0.7187074829931973, 'India': 0.7542558486809359, 'Israel': 0.7010485651214129, 'Japan': 0.7438790035587188, 'Russia': 0.7828785211267606, 'UAE': 0.7058641975308643, 'UK': 0.770694162067964, 'ULA': 0.8034224598930483, 'USA': 0.7808724832214765, 'SpaceX': 0.9583333333333334}","{'China': 0.002961480412368725, 'France': 1.8217759237749513e-11, 'Germany': 0.014704908110864166, 'India': 1.0596040472233586e-08, 'Israel': 6.407158572094126e-07, 'Japan': 1.935973558194365e-06, 'Russia': 0.0025437748671356957, 'UAE': 4.008088681957381e-08, 'UK': 0.9797424920903676, 'ULA': 2.833988972318027e-05, 'USA': 1.306637855245427e-06, 'SpaceX': 1.5070607124795241e-05}",81,2018,0.8740152822174178,True,SpaceX,0.1549108734402851,1,0.1114487063302344,True
Germany,{'p_90_0': 'SpaceX'},3.8211211902077624e+18,"{'China': 0.7716507177033493, 'France': 0.7341599190283401, 'Germany': 0.7187074829931973, 'India': 0.7542558486809359, 'Israel': 0.7010485651214129, 'Japan': 0.7438790035587188, 'Russia': 0.7828785211267606, 'UAE': 0.7058641975308643, 'UK': 0.7898029818956337, 'ULA': 0.8034224598930483, 'USA': 0.7808724832214765, 'SpaceX': 0.9583333333333334}","{'China': 2.0949320069297567e-12, 'France': 1.530232090501485e-10, 'Germany': 0.9993828452616462, 'India': 7.557800494275171e-15, 'Israel': 5.06138843593516e-15, 'Japan': 0.0005825734542603906, 'Russia': 3.458107715542996e-05, 'UAE': 3.641379893838647e-11, 'UK': 7.569038583603129e-12, 'ULA': 1.698689766287336e-14, 'USA': 6.587941805302589e-12, 'SpaceX': 1.2194658761280913e-12}",90,2021,0.7181235780851457,True,SpaceX,0.1549108734402851,1,0.26734041046250645,True
Israel,{'p_94_0': 'SpaceX'},2171704920027.8108,"{'China': 0.7716507177033493, 'France': 0.7341599190283401, 'Germany': 0.7403453689167976, 'India': 0.7542558486809359, 'Israel': 0.7010485651214129, 'Japan': 0.7438790035587188, 'Russia': 0.7828785211267606, 'UAE': 0.7058641975308643, 'UK': 0.7898029818956337, 'ULA': 0.8034224598930483, 'USA': 0.7808724832214765, 'SpaceX': 0.9583333333333334}","{'China': 3.7230844041708996e-19, 'France': 4.612686287629902e-16, 'Germany': 1.0175417702687811e-13, 'India': 2.423646937422283e-10, 'Israel': 0.9727100365813658, 'Japan': 1.8259416227881156e-09, 'Russia': 0.0026902227451342134, 'UAE': 1.1323522652388266e-13, 'UK': 0.024599669425717383, 'ULA': 2.0166801478654353e-16, 'USA': 6.917690397545698e-08, 'SpaceX': 2.3566083691562003e-12}",94,2012,0.7913958229561631,True,SpaceX,0.1549108734402851,1,0.1940681655914891,True
