winner,allocation,payment,scores,probabilities,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_is_incumbent
ULA,"{'p_45_0': 'SpaceX', 'p_45_1': 'SpaceX'}",3.3133528116364605e+18,"{'China': 0.8067813765182186, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.8029838488913221, 'Russia': 0.7938380281690142, 'UAE': 0.7700336700336702, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.6700427089688834, 'SpaceX': 0.9583333333333334}","{'China': 4.016309711876526e-07, 'France': 1.168185764871953e-10, 'Germany': 1.1477976609714037e-10, 'India': 2.6199891737252275e-05, 'Israel': 1.4632163321520067e-11, 'Japan': 3.282578001168341e-08, 'Russia': 2.3916022993448682e-20, 'UAE': 2.3673402261721474e-11, 'UK': 1.545955245447519e-08, 'ULA': 0.9999733497866349, 'USA': 2.5050214505143387e-16, 'SpaceX': 1.354202667012207e-10}",45,2020,0.8242571761344814,True,UAE,0.1515519568151148,1,0.04406904052752836,True
UK,{'p_51_0': 'SpaceX'},1.3705505337186783e+18,"{'China': 0.8067813765182186, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.8029838488913221, 'Russia': 0.7938380281690142, 'UAE': 0.7700336700336702, 'UK': 0.7477635782747604, 'ULA': 0.8198039215686276, 'USA': 0.6700427089688834, 'SpaceX': 0.9583333333333334}","{'China': 4.729483547655603e-16, 'France': 3.866389871512861e-23, 'Germany': 3.5048418264265086e-21, 'India': 9.388933782571504e-20, 'Israel': 2.778861491739834e-13, 'Japan': 6.444422872673534e-12, 'Russia': 1.5909408364256096e-18, 'UAE': 2.2852392423794165e-12, 'UK': 0.9999999999909881, 'ULA': 8.593131875397397e-24, 'USA': 3.833270087439107e-15, 'SpaceX': 4.7620280048511854e-23}",51,2020,0.7277442627496793,True,UAE,0.1385294117647058,1,0.14058195391233042,True
SpaceX,{'p_52_0': 'SpaceX'},3.2501408186039386e+17,"{'China': 0.8067813765182186, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.8029838488913221, 'Russia': 0.7938380281690142, 'UAE': 0.7700336700336702, 'UK': 0.770694162067964, 'ULA': 0.8198039215686276, 'USA': 0.6700427089688834, 'SpaceX': 0.9583333333333334}","{'China': 5.478171843416992e-18, 'France': 3.524593073565777e-22, 'Germany': 1.1256695973830874e-19, 'India': 2.919787572078953e-18, 'Israel': 3.270275654150516e-15, 'Japan': 1.1481537539329105e-07, 'Russia': 3.0157509971688188e-21, 'UAE': 2.033705413203835e-22, 'UK': 4.1548362809243235e-15, 'ULA': 3.899774943145331e-15, 'USA': 6.416567868872297e-23, 'SpaceX': 0.9999998851846132}",52,2014,0.8220741857983254,True,UAE,0.1385294117647058,1,0.046252030863684346,True
Russia,"{'p_56_1': 'SpaceX', 'p_56_0': 'SpaceX'}",5891672348755.942,"{'China': 0.8067813765182186, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.8029838488913221, 'Russia': 0.7938380281690142, 'UAE': 0.7700336700336702, 'UK': 0.770694162067964, 'ULA': 0.8198039215686276, 'USA': 0.6700427089688834, 'SpaceX': 0.9615384615384616}","{'China': 2.8470718005416306e-12, 'France': 1.2500873992708043e-06, 'Germany': 2.0878410474417413e-06, 'India': 3.881194213587067e-06, 'Israel': 6.890651556757521e-05, 'Japan': 3.1403681573862706e-10, 'Russia': 0.9994890850754126, 'UAE': 6.618803428553637e-13, 'UK': 8.420367354180289e-17, 'ULA': 1.1506165510301104e-11, 'USA': 0.0004347887504984746, 'SpaceX': 2.0680941550382047e-10}",56,2012,0.7572762560333781,True,UAE,0.14173453996983398,1,0.1110499606286316,True
China,{'p_57_0': 'SpaceX'},1.200203596076705e+18,"{'China': 0.8067813765182186, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.8029838488913221, 'Russia': 0.8096966413867823, 'UAE': 0.7700336700336702, 'UK': 0.770694162067964, 'ULA': 0.8198039215686276, 'USA': 0.6700427089688834, 'SpaceX': 0.9615384615384616}","{'China': 0.3688036258610513, 'France': 2.619857338670786e-10, 'Germany': 0.042666613202818594, 'India': 6.054582962451554e-11, 'Israel': 0.003925718520763078, 'Japan': 0.5845817289573715, 'Russia': 8.416572469098714e-07, 'UAE': 2.363655424922433e-06, 'UK': 4.2116947302143913e-10, 'ULA': 5.703777860846656e-09, 'USA': 5.166963536255676e-13, 'SpaceX': 1.9101697328158994e-05}",57,2019,0.8134500297051748,False,UAE,0.14173453996983398,1,0.05487618695683494,True
UAE,{'p_59_0': 'SpaceX'},1.1409956600827149e+18,"{'China': 0.7491541353383459, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.8029838488913221, 'Russia': 0.8096966413867823, 'UAE': 0.7700336700336702, 'UK': 0.770694162067964, 'ULA': 0.8198039215686276, 'USA': 0.6700427089688834, 'SpaceX': 0.9615384615384616}","{'China': 2.4490211756461083e-12, 'France': 6.462129297638838e-07, 'Germany': 4.292195231427659e-09, 'India': 0.004579963511309705, 'Israel': 0.007284652127497015, 'Japan': 2.591820685740374e-08, 'Russia': 5.736366889714119e-14, 'UAE': 0.9230041416871176, 'UK': 2.3750514758603543e-09, 'ULA': 0.0651303870038468, 'USA': 1.7686892370539054e-07, 'SpaceX': 4.1543449557557726e-13}",59,2021,0.8683262166620097,True,UAE,0.14173453996983398,1,0.0,True
China,{'p_61_0': 'SpaceX'},3.8422323775047076e+18,"{'China': 0.7491541353383459, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.8029838488913221, 'Russia': 0.8096966413867823, 'UAE': 0.7891975308641976, 'UK': 0.770694162067964, 'ULA': 0.8198039215686276, 'USA': 0.6700427089688834, 'SpaceX': 0.9615384615384616}","{'China': 0.5960794369036714, 'France': 1.523917692518077e-09, 'Germany': 1.4793835117665498e-05, 'India': 2.0951928014618672e-05, 'Israel': 1.2105298057776675e-11, 'Japan': 5.9844501912669885e-06, 'Russia': 0.0029028413493424493, 'UAE': 0.00034913208909337015, 'UK': 6.583410998580244e-12, 'ULA': 0.0009807761716236843, 'USA': 0.3981775071068952, 'SpaceX': 0.0014685746234442177}",61,2022,0.8134500297051748,False,UAE,0.14173453996983398,1,0.05487618695683494,True
ULA,"{'p_65_1': 'SpaceX', 'p_65_0': 'SpaceX'}",6.284549405938717e+17,"{'China': 0.6992105263157895, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.8029838488913221, 'Russia': 0.8096966413867823, 'UAE': 0.7891975308641976, 'UK': 0.770694162067964, 'ULA': 0.8198039215686276, 'USA': 0.6700427089688834, 'SpaceX': 0.9615384615384616}","{'China': 4.540379747954239e-15, 'France': 6.829703720656236e-19, 'Germany': 0.005145834681299748, 'India': 2.0067144780911526e-09, 'Israel': 3.4365247168081064e-17, 'Japan': 8.00652361984587e-09, 'Russia': 2.393021331968828e-09, 'UAE': 2.607269611381923e-15, 'UK': 3.074493647400882e-14, 'ULA': 0.9948540175029985, 'USA': 1.3540940419319707e-07, 'SpaceX': 9.386197451416455e-17}",65,2015,0.8242571761344814,True,UAE,0.14173453996983398,1,0.04406904052752836,True
SpaceX,{'p_70_0': 'SpaceX'},1.8483627549816458e+18,"{'China': 0.6992105263157895, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.8029838488913221, 'Russia': 0.8096966413867823, 'UAE': 0.7891975308641976, 'UK': 0.770694162067964, 'ULA': 0.8336651583710408, 'USA': 0.6700427089688834, 'SpaceX': 0.9615384615384616}","{'China': 4.835225168701168e-11, 'France': 9.483581053727396e-11, 'Germany': 2.741587935252919e-16, 'India': 1.5109622880211574e-16, 'Israel': 1.2536435408655563e-16, 'Japan': 7.036139957828091e-16, 'Russia': 9.057337857620244e-14, 'UAE': 6.689597099899164e-13, 'UK': 8.699336011826203e-11, 'ULA': 1.540379079328465e-09, 'USA': 5.267651514145924e-20, 'SpaceX': 0.9999999982286787}",70,2014,0.8220741857983254,False,UAE,0.12787330316742074,1,0.046252030863684346,True
Japan,{'p_74_0': 'SpaceX'},2.5637294581372984e+18,"{'China': 0.6992105263157895, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.8029838488913221, 'Russia': 0.8096966413867823, 'UAE': 0.7891975308641976, 'UK': 0.770694162067964, 'ULA': 0.8336651583710408, 'USA': 0.6700427089688834, 'SpaceX': 0.8928571428571429}","{'China': 1.992989674385481e-08, 'France': 5.353055924560893e-12, 'Germany': 1.3389712642402643e-18, 'India': 2.6502859442020994e-19, 'Israel': 1.661233241041293e-08, 'Japan': 0.9999999634486508, 'Russia': 2.416995925702452e-19, 'UAE': 2.218071120145874e-14, 'UK': 1.6491272526290797e-16, 'ULA': 3.130599654689309e-16, 'USA': 3.3722023154412614e-12, 'SpaceX': 3.7203656277713654e-13}",74,2015,0.8547897053739497,True,UAE,0.05919198448610208,1,0.013536511288059994,True
Russia,{'p_76_0': 'SpaceX'},2.2850343897142356e+18,"{'China': 0.6992105263157895, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.8170564311133706, 'Russia': 0.8096966413867823, 'UAE': 0.7891975308641976, 'UK': 0.770694162067964, 'ULA': 0.8336651583710408, 'USA': 0.6700427089688834, 'SpaceX': 0.8928571428571429}","{'China': 8.838400526148972e-05, 'France': 8.765907822494992e-09, 'Germany': 4.051675533088786e-13, 'India': 2.798216893184807e-07, 'Israel': 1.1849821452226398e-05, 'Japan': 5.431390103955304e-08, 'Russia': 0.9954049694534093, 'UAE': 1.0713123283674584e-08, 'UK': 5.507273783793138e-11, 'ULA': 7.77214250894761e-08, 'USA': 2.0570682233032082e-12, 'SpaceX': 0.0044943653262954995}",76,2017,0.7572762560333781,True,UAE,0.05919198448610208,1,0.1110499606286316,True
