winner,allocation,payment,scores,probabilities,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_first_year,winner_is_incumbent
Japan,{'p_28_0': 'SpaceX'},2.9944527799971395e+18,"{'China': 0.7488157894736842, 'France': 0.7767344497607656, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7240448293428426, 'Japan': 0.7438790035587188, 'Russia': 0.6841869398207426, 'UAE': 0.8054131054131055, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.6700427089688834, 'SpaceX': 0.95}","{'China': 8.552165020234866e-10, 'France': 4.331484621933827e-21, 'Germany': 2.067208330846397e-16, 'India': 1.230826456895059e-13, 'Israel': 1.0749158726773708e-16, 'Japan': 0.9999972417051772, 'Russia': 2.1968770841317356e-22, 'UAE': 5.159942784624233e-15, 'UK': 6.450418885965713e-19, 'ULA': 2.757439459471722e-06, 'USA': 1.173188833378013e-15, 'SpaceX': 1.713720713781838e-14}",28,2021,0.5903638008013787,True,SpaceX,0.14458689458689444,1,0.3570541825399336,2000,True
Russia,{'p_30_0': 'SpaceX'},2.3188938641113923e+18,"{'China': 0.7488157894736842, 'France': 0.7767344497607656, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7240448293428426, 'Japan': 0.7671627305079262, 'Russia': 0.6841869398207426, 'UAE': 0.8054131054131055, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.6700427089688834, 'SpaceX': 0.95}","{'China': 2.460709661184317e-16, 'France': 5.3014557853129994e-15, 'Germany': 6.4942200698997584e-12, 'India': 2.2720971356457906e-13, 'Israel': 7.986548057525516e-16, 'Japan': 1.3687746170966391e-14, 'Russia': 0.9999991097179454, 'UAE': 3.0866030563759047e-19, 'UK': 1.3180169696515976e-20, 'ULA': 1.0808819974453662e-08, 'USA': 1.8254801653230787e-16, 'SpaceX': 8.794664931334539e-07}",30,2017,0.6691759060280565,True,SpaceX,0.14458689458689444,1,0.2782420773132558,2000,True
UAE,"{'p_44_0': 'SpaceX', 'p_44_1': 'SpaceX'}",39887915296460.93,"{'China': 0.7488157894736842, 'France': 0.7767344497607656, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7240448293428426, 'Japan': 0.7671627305079262, 'Russia': 0.7105046948356808, 'UAE': 0.8054131054131055, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.6700427089688834, 'SpaceX': 0.95}","{'China': 2.3926828694448216e-10, 'France': 2.3202993756599334e-15, 'Germany': 3.108037373819298e-16, 'India': 4.4117306883833055e-17, 'Israel': 7.76831506215244e-06, 'Japan': 5.095510072264069e-19, 'Russia': 1.6727766686082599e-09, 'UAE': 0.9999922297614261, 'UK': 3.026749835523522e-14, 'ULA': 1.1433698903516641e-11, 'USA': 5.537316370610936e-18, 'SpaceX': 1.8267035940002864e-16}",44,2013,0.8450644872980295,True,SpaceX,0.14458689458689444,1,0.10235349604328281,2000,True
Russia,"{'p_47_0': 'SpaceX', 'p_47_1': 'SpaceX'}",5563599033264.675,"{'China': 0.7488157894736842, 'France': 0.7767344497607656, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7240448293428426, 'Japan': 0.7671627305079262, 'Russia': 0.7105046948356808, 'UAE': 0.8193121693121694, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.6700427089688834, 'SpaceX': 0.95}","{'China': 8.679424280243342e-19, 'France': 3.5291046002769983e-09, 'Germany': 1.789565814877823e-12, 'India': 6.51319149163748e-09, 'Israel': 1.9456743602168213e-18, 'Japan': 2.0880911951325796e-06, 'Russia': 0.9999979018309659, 'UAE': 3.375206688005889e-11, 'UK': 8.011432250058328e-21, 'ULA': 2.967289069459137e-17, 'USA': 1.1118295853381338e-15, 'SpaceX': 1.622686932515032e-16}",47,2012,0.6691759060280565,True,SpaceX,0.13068783068783052,1,0.2782420773132558,2000,True
Japan,{'p_48_0': 'SpaceX'},1.058552907315054e+18,"{'China': 0.7488157894736842, 'France': 0.7767344497607656, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7240448293428426, 'Japan': 0.7671627305079262, 'Russia': 0.7327735644637053, 'UAE': 0.8193121693121694, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.6700427089688834, 'SpaceX': 0.95}","{'China': 1.7137392754729572e-09, 'France': 1.5979367524556418e-06, 'Germany': 1.7287960188302317e-12, 'India': 1.8200311094572898e-11, 'Israel': 1.1692876006885934e-07, 'Japan': 0.976880193918706, 'Russia': 2.682731535297781e-12, 'UAE': 2.2276675160444345e-05, 'UK': 2.8865114536868805e-15, 'ULA': 4.2055721379846045e-05, 'USA': 0.0230537570811099, 'SpaceX': 1.7773767990381081e-12}",48,2014,0.5903638008013787,True,SpaceX,0.13068783068783052,1,0.3570541825399336,2000,True
ULA,"{'p_51_0': 'SpaceX', 'p_51_1': 'SpaceX'}",1.9465160768626022e+18,"{'China': 0.7488157894736842, 'France': 0.7767344497607656, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7240448293428426, 'Japan': 0.7865658362989323, 'Russia': 0.7327735644637053, 'UAE': 0.8193121693121694, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.6700427089688834, 'SpaceX': 0.95}","{'China': 2.3075995989882177e-12, 'France': 6.735340202991054e-19, 'Germany': 1.611317650186652e-22, 'India': 4.5108886461378013e-13, 'Israel': 3.2552009996868013e-15, 'Japan': 5.202573829544198e-21, 'Russia': 5.303249863185649e-25, 'UAE': 1.6171553506093394e-17, 'UK': 2.523614148686526e-11, 'ULA': 0.9999999994814428, 'USA': 6.500986344725463e-14, 'SpaceX': 4.904940382918342e-10}",51,2015,0.643339621869713,True,SpaceX,0.13068783068783052,1,0.3040783614715993,2000,True
China,"{'p_52_1': 'SpaceX', 'p_52_0': 'SpaceX'}",3.1257608784319657e+18,"{'China': 0.7488157894736842, 'France': 0.7767344497607656, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7240448293428426, 'Japan': 0.7865658362989323, 'Russia': 0.7327735644637053, 'UAE': 0.8193121693121694, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.6700427089688834, 'SpaceX': 0.95}","{'China': 0.34280388998569, 'France': 2.0212911035892053e-08, 'Germany': 9.855036319806339e-11, 'India': 1.019269359732878e-09, 'Israel': 0.001212760792105473, 'Japan': 5.165012811445869e-12, 'Russia': 4.0716009800798416e-11, 'UAE': 4.972528378448766e-11, 'UK': 0.155261935088499, 'ULA': 0.5007182512952357, 'USA': 1.3749404079853879e-14, 'SpaceX': 3.14141211894924e-06}",52,2016,0.6966244963664098,False,SpaceX,0.13068783068783052,1,0.25079348697490256,2000,True
Japan,{'p_60_0': 'SpaceX'},1.1362192844875706e+18,"{'China': 0.6807416267942584, 'France': 0.7767344497607656, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7240448293428426, 'Japan': 0.7865658362989323, 'Russia': 0.7327735644637053, 'UAE': 0.8193121693121694, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.6700427089688834, 'SpaceX': 0.95}","{'China': 1.9294282947933703e-15, 'France': 4.0123831227776814e-17, 'Germany': 9.334638560338598e-22, 'India': 1.9741343613881916e-12, 'Israel': 4.062374709613619e-21, 'Japan': 0.999999756102984, 'Russia': 4.901492281290213e-16, 'UAE': 1.3483213212439593e-16, 'UK': 2.2454647285549073e-07, 'ULA': 1.9348552137638244e-08, 'USA': 1.4249842522207065e-14, 'SpaceX': 2.6273426469763854e-21}",60,2015,0.5903638008013787,True,SpaceX,0.13068783068783052,1,0.3570541825399336,2000,True
Israel,{'p_61_0': 'SpaceX'},1.4029126640948204e+18,"{'China': 0.6807416267942584, 'France': 0.7767344497607656, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7240448293428426, 'Japan': 0.8029838488913221, 'Russia': 0.7327735644637053, 'UAE': 0.8193121693121694, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.6700427089688834, 'SpaceX': 0.95}","{'China': 1.1091929661105556e-22, 'France': 4.5205287763874486e-20, 'Germany': 5.32003458813985e-16, 'India': 3.375688110220801e-20, 'Israel': 0.9999999815271082, 'Japan': 1.8470224168771008e-08, 'Russia': 1.2995631129885347e-20, 'UAE': 8.749909307712218e-20, 'UK': 2.6669496381646572e-12, 'ULA': 1.2820522350541317e-16, 'USA': 4.227566116360636e-18, 'SpaceX': 2.9756955174287347e-20}",61,2022,0.6781725169436913,True,SpaceX,0.13068783068783052,1,0.26924546639762104,2000,True
SpaceX,"{'p_66_3': 'SpaceX', 'p_66_4': 'SpaceX'}",3.5082087787479706e+18,"{'China': 0.6807416267942584, 'France': 0.7767344497607656, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.743755912961211, 'Japan': 0.8029838488913221, 'Russia': 0.7327735644637053, 'UAE': 0.8193121693121694, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.6700427089688834, 'SpaceX': 0.95}","{'China': 8.95465615617963e-11, 'France': 8.30087715947424e-10, 'Germany': 1.3295824025569434e-10, 'India': 1.0124818558956558e-13, 'Israel': 2.685082635983194e-16, 'Japan': 8.411760668092075e-11, 'Russia': 7.792169379044559e-08, 'UAE': 3.1510619333123284e-07, 'UK': 1.3599615807563982e-14, 'ULA': 2.8179058232536758e-15, 'USA': 0.0005035091401265449, 'SpaceX': 0.9994960966951584}",66,2021,0.9474179833413123,True,SpaceX,0.13068783068783052,1,0.0,2010,False
ULA,{'p_67_0': 'SpaceX'},2304834814698.22,"{'China': 0.6807416267942584, 'France': 0.7767344497607656, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.743755912961211, 'Japan': 0.8029838488913221, 'Russia': 0.7327735644637053, 'UAE': 0.8193121693121694, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.6700427089688834, 'SpaceX': 0.9545454545454546}","{'China': 6.010548393561555e-10, 'France': 5.95661730914025e-20, 'Germany': 2.635831654238587e-13, 'India': 7.615941680393063e-10, 'Israel': 9.88760159530837e-22, 'Japan': 5.263544543272424e-10, 'Russia': 5.504220598330432e-13, 'UAE': 1.401572558297211e-09, 'UK': 1.4726215046957951e-08, 'ULA': 0.9999854641648995, 'USA': 1.4516487822467682e-05, 'SpaceX': 1.3296730448589856e-09}",67,2012,0.643339621869713,True,SpaceX,0.13523328523328515,1,0.3040783614715993,2000,True
UAE,{'p_74_0': 'SpaceX'},2.543304997949004e+18,"{'China': 0.6807416267942584, 'France': 0.7767344497607656, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.743755912961211, 'Japan': 0.8029838488913221, 'Russia': 0.7327735644637053, 'UAE': 0.8193121693121694, 'UK': 0.7477635782747604, 'ULA': 0.8198039215686276, 'USA': 0.6700427089688834, 'SpaceX': 0.9545454545454546}","{'China': 2.2986914026166938e-14, 'France': 5.2269181486217784e-15, 'Germany': 1.7362102874530183e-11, 'India': 1.1918750377061293e-10, 'Israel': 4.848030379736643e-13, 'Japan': 1.6908314460837097e-17, 'Russia': 2.015957341626903e-17, 'UAE': 0.99999984173824, 'UK': 1.4172842315569226e-07, 'ULA': 1.4602968873167591e-08, 'USA': 1.7926919100165547e-09, 'SpaceX': 6.135583992032793e-13}",74,2017,0.8450644872980295,True,SpaceX,0.134741532976827,1,0.10235349604328281,2000,True
Japan,"{'p_77_1': 'SpaceX', 'p_77_0': 'SpaceX'}",1.980436854214584e+18,"{'China': 0.6807416267942584, 'France': 0.7767344497607656, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.743755912961211, 'Japan': 0.8029838488913221, 'Russia': 0.7327735644637053, 'UAE': 0.8313580246913581, 'UK': 0.7477635782747604, 'ULA': 0.8198039215686276, 'USA': 0.6700427089688834, 'SpaceX': 0.9545454545454546}","{'China': 0.33737255411538825, 'France': 1.8973423919895718e-10, 'Germany': 1.6354044041799213e-12, 'India': 0.000193729659098722, 'Israel': 1.9989438189556807e-16, 'Japan': 0.6613624921632317, 'Russia': 4.547895630678959e-18, 'UAE': 0.0010712238709068317, 'UK': 1.4755962984540557e-16, 'ULA': 3.1125126243629525e-17, 'USA': 4.120171254284285e-20, 'SpaceX': 4.5366771556662616e-15}",77,2024,0.5903638008013787,True,SpaceX,0.12318742985409648,1,0.3570541825399336,2000,True
Germany,{'p_80_0': 'SpaceX'},8.32853437934293e+17,"{'China': 0.6807416267942584, 'France': 0.7767344497607656, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.743755912961211, 'Japan': 0.8170564311133706, 'Russia': 0.7327735644637053, 'UAE': 0.8313580246913581, 'UK': 0.7477635782747604, 'ULA': 0.8198039215686276, 'USA': 0.6700427089688834, 'SpaceX': 0.9545454545454546}","{'China': 1.04680143041309e-09, 'France': 5.896001119769867e-11, 'Germany': 0.7909351191858502, 'India': 2.0735036862656177e-08, 'Israel': 6.768299262648684e-08, 'Japan': 6.859371821273234e-12, 'Russia': 2.7201309970496724e-07, 'UAE': 8.462208398189467e-06, 'UK': 2.215230330453404e-09, 'ULA': 0.000682736478584678, 'USA': 0.20837172181894778, 'SpaceX': 1.5965492388600107e-06}",80,2014,0.6696646208242205,False,SpaceX,0.12318742985409648,1,0.2777533625170918,2000,True
China,{'p_81_0': 'SpaceX'},2.0406662451017457e+18,"{'China': 0.6807416267942584, 'France': 0.7767344497607656, 'Germany': 0.6931354359925789, 'India': 0.6872347165030093, 'Israel': 0.743755912961211, 'Japan': 0.8170564311133706, 'Russia': 0.7327735644637053, 'UAE': 0.8313580246913581, 'UK': 0.7477635782747604, 'ULA': 0.8198039215686276, 'USA': 0.6700427089688834, 'SpaceX': 0.9545454545454546}","{'China': 0.8678224753468393, 'France': 0.009406942438818266, 'Germany': 0.004238170945105042, 'India': 0.016187051075994708, 'Israel': 0.004498010098381681, 'Japan': 1.32656432924912e-06, 'Russia': 0.0839264715127853, 'UAE': 1.2247690239756462e-10, 'UK': 3.241511603922165e-10, 'ULA': 0.00040098554754354113, 'USA': 0.01319554929481732, 'SpaceX': 0.0003230167287575623}",81,2020,0.6966244963664098,False,SpaceX,0.12318742985409648,1,0.25079348697490256,2000,True
SpaceX,{'p_84_0': 'SpaceX'},1.5967971531202688e+18,"{'China': 0.6240131578947369, 'France': 0.7767344497607656, 'Germany': 0.6931354359925789, 'India': 0.6872347165030093, 'Israel': 0.743755912961211, 'Japan': 0.8170564311133706, 'Russia': 0.7327735644637053, 'UAE': 0.8313580246913581, 'UK': 0.7477635782747604, 'ULA': 0.8198039215686276, 'USA': 0.6700427089688834, 'SpaceX': 0.9545454545454546}","{'China': 2.0707419369040717e-12, 'France': 1.2441766968936883e-13, 'Germany': 1.1096330493204997e-10, 'India': 6.653161008561784e-12, 'Israel': 5.813614964505229e-07, 'Japan': 1.463863736196913e-12, 'Russia': 3.0631705535103524e-05, 'UAE': 5.183801420448724e-12, 'UK': 1.405617294757414e-14, 'ULA': 0.007852903010116798, 'USA': 9.274502038716077e-12, 'SpaceX': 0.9921158837871038}",84,2023,0.9474179833413123,True,SpaceX,0.12318742985409648,1,0.0,2010,False
SpaceX,"{'p_87_1': 'SpaceX', 'p_87_0': 'SpaceX'}",2.027539859098141e+18,"{'China': 0.6240131578947369, 'France': 0.7767344497607656, 'Germany': 0.6931354359925789, 'India': 0.6872347165030093, 'Israel': 0.743755912961211, 'Japan': 0.8170564311133706, 'Russia': 0.7327735644637053, 'UAE': 0.8313580246913581, 'UK': 0.7477635782747604, 'ULA': 0.8198039215686276, 'USA': 0.6700427089688834, 'SpaceX': 0.9583333333333334}","{'China': 0.10810027947558747, 'France': 5.828102816252137e-16, 'Germany': 0.0012456154370173987, 'India': 5.336595387691429e-17, 'Israel': 8.58384629253305e-14, 'Japan': 6.09946573550604e-11, 'Russia': 1.3451186964241178e-13, 'UAE': 2.464249662452262e-13, 'UK': 2.3824418562959e-16, 'ULA': 4.850461260915356e-06, 'USA': 1.5475267415865133e-11, 'SpaceX': 0.8906492545491965}",87,2025,0.9474179833413123,True,SpaceX,0.12697530864197526,1,0.0,2010,False
SpaceX,{'p_91_0': 'SpaceX'},9.535263449169445e+17,"{'China': 0.6240131578947369, 'France': 0.7767344497607656, 'Germany': 0.6931354359925789, 'India': 0.6872347165030093, 'Israel': 0.743755912961211, 'Japan': 0.8170564311133706, 'Russia': 0.7327735644637053, 'UAE': 0.8313580246913581, 'UK': 0.7477635782747604, 'ULA': 0.8198039215686276, 'USA': 0.6700427089688834, 'SpaceX': 0.9615384615384616}","{'China': 0.0005371653920348436, 'France': 8.502548704070503e-10, 'Germany': 2.9985975078637565e-10, 'India': 5.870315261447685e-09, 'Israel': 1.9948628470793406e-09, 'Japan': 5.163883309069771e-12, 'Russia': 7.670909574888821e-13, 'UAE': 1.1480903612271e-08, 'UK': 2.4603196427017926e-10, 'ULA': 1.103476890155641e-14, 'USA': 0.04100367045340535, 'SpaceX': 0.9584591434063895}",91,2025,0.9474179833413123,True,SpaceX,0.13018043684710345,1,0.0,2010,False
