winner,allocation,payment,scores,probabilities,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_is_incumbent
Russia,{'p_38_1': 'SpaceX'},2.402877363800455e+17,"{'China': 0.7716507177033493, 'France': 0.7767344497607656, 'Germany': 0.5864992150706437, 'India': 0.7559581881533102, 'Israel': 0.7647802528597232, 'Japan': 0.7671627305079262, 'Russia': 0.6841869398207426, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7370469798657717, 'SpaceX': 0.9583333333333334}","{'China': 1.8585701497049428e-25, 'France': 1.4959084617567418e-20, 'Germany': 1.2801254218718162e-18, 'India': 2.3830249768649826e-12, 'Israel': 1.4187945098803052e-10, 'Japan': 5.851966423379279e-16, 'Russia': 0.999999999854621, 'UAE': 3.3562739906890314e-23, 'UK': 1.764344706151807e-14, 'ULA': 1.0983776269064529e-12, 'USA': 8.457874070171891e-19, 'SpaceX': 1.294607257855925e-19}",38,2021,0.42804678735800195,False,SpaceX,0.17456862745098023,1,0.5252615124030835,True
USA,{'p_48_0': 'SpaceX'},1.5567071031342382e+18,"{'China': 0.7716507177033493, 'France': 0.7767344497607656, 'Germany': 0.5864992150706437, 'India': 0.7559581881533102, 'Israel': 0.7647802528597232, 'Japan': 0.7671627305079262, 'Russia': 0.6271713615023474, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7370469798657717, 'SpaceX': 0.9583333333333334}","{'China': 0.03916051576575978, 'France': 7.73112360219112e-16, 'Germany': 2.474604371247551e-11, 'India': 3.558666393137463e-15, 'Israel': 0.00014537038948037072, 'Japan': 7.017559208900839e-13, 'Russia': 0.0020761442389309976, 'UAE': 9.174800545131879e-11, 'UK': 5.106986497828981e-13, 'ULA': 0.00220056330521622, 'USA': 0.956417405804405, 'SpaceX': 3.784967901530759e-10}",48,2022,0.6176984142361054,True,SpaceX,0.17456862745098023,1,0.33560988552498006,True
UK,"{'p_49_1': 'SpaceX', 'p_49_0': 'SpaceX'}",2.900688978907344e+18,"{'China': 0.7716507177033493, 'France': 0.7767344497607656, 'Germany': 0.5864992150706437, 'India': 0.7559581881533102, 'Israel': 0.7647802528597232, 'Japan': 0.7671627305079262, 'Russia': 0.6271713615023474, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 4.3068413249527055e-05, 'France': 6.314771972499752e-07, 'Germany': 9.348671455949613e-10, 'India': 2.4323139303707674e-06, 'Israel': 9.615051655570439e-09, 'Japan': 7.611752686423632e-12, 'Russia': 2.2239264744780817e-13, 'UAE': 0.002669623391064, 'UK': 0.970137427047776, 'ULA': 3.842450248490081e-09, 'USA': 0.027146654635965956, 'SpaceX': 1.4832061383487339e-07}",49,2015,0.8424731089686259,False,SpaceX,0.17456862745098023,1,0.11083519079245951,True
India,{'p_52_1': 'SpaceX'},2.9195861019038464e+18,"{'China': 0.7716507177033493, 'France': 0.7767344497607656, 'Germany': 0.5864992150706437, 'India': 0.7559581881533102, 'Israel': 0.7647802528597232, 'Japan': 0.7671627305079262, 'Russia': 0.6271713615023474, 'UAE': 0.747037037037037, 'UK': 0.6797850711588731, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 0.00013691531275688865, 'France': 2.795878550925072e-09, 'Germany': 1.6040652291881159e-09, 'India': 0.4053185679778273, 'Israel': 8.23810798124319e-17, 'Japan': 1.0581360993590294e-07, 'Russia': 0.00281045903620331, 'UAE': 2.1924108983075783e-06, 'UK': 0.5917317549525366, 'ULA': 7.441525058131535e-11, 'USA': 8.772391363157561e-14, 'SpaceX': 2.1720738763174886e-11}",52,2018,0.8356141422236415,True,SpaceX,0.17456862745098023,1,0.11769415753744394,True
Germany,"{'p_54_1': 'SpaceX', 'p_54_0': 'SpaceX'}",2.7464487877248364e+18,"{'China': 0.7716507177033493, 'France': 0.7767344497607656, 'Germany': 0.5864992150706437, 'India': 0.7781438074121002, 'Israel': 0.7647802528597232, 'Japan': 0.7671627305079262, 'Russia': 0.6271713615023474, 'UAE': 0.747037037037037, 'UK': 0.6797850711588731, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 2.2880161067158413e-23, 'France': 7.650745938874157e-19, 'Germany': 0.9999999999978425, 'India': 1.1555170291409243e-18, 'Israel': 1.9521533278626724e-12, 'Japan': 1.4900373587402265e-13, 'Russia': 5.634118235638306e-14, 'UAE': 4.0434570880744066e-17, 'UK': 6.252276681387612e-18, 'ULA': 7.685246677247217e-21, 'USA': 6.801165123267637e-26, 'SpaceX': 3.627476642587893e-20}",54,2020,0.5916684889019738,True,SpaceX,0.17456862745098023,1,0.3616398108591117,True
UK,"{'p_60_0': 'SpaceX', 'p_60_1': 'SpaceX'}",3.4471139633210824e+18,"{'China': 0.7716507177033493, 'France': 0.7767344497607656, 'Germany': 0.6160349854227406, 'India': 0.7781438074121002, 'Israel': 0.7647802528597232, 'Japan': 0.7671627305079262, 'Russia': 0.6271713615023474, 'UAE': 0.747037037037037, 'UK': 0.6797850711588731, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 3.488587980263608e-31, 'France': 4.680792926581208e-24, 'Germany': 2.389726803011302e-16, 'India': 2.6032751607540813e-12, 'Israel': 4.83025421798555e-28, 'Japan': 2.2807603097944444e-25, 'Russia': 2.698467559814662e-24, 'UAE': 1.3003956642448156e-26, 'UK': 0.9999999999973965, 'ULA': 3.9468897016766704e-28, 'USA': 1.9251757750816644e-26, 'SpaceX': 1.996540025680914e-23}",60,2018,0.8424731089686259,True,SpaceX,0.17456862745098023,1,0.11083519079245951,True
India,{'p_62_0': 'SpaceX'},3.6185502636875817e+18,"{'China': 0.7716507177033493, 'France': 0.7767344497607656, 'Germany': 0.6160349854227406, 'India': 0.7781438074121002, 'Israel': 0.7647802528597232, 'Japan': 0.7671627305079262, 'Russia': 0.6271713615023474, 'UAE': 0.747037037037037, 'UK': 0.7064696485623004, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 3.3515322800520395e-22, 'France': 2.4001331562718206e-20, 'Germany': 9.99605345281713e-22, 'India': 0.9999999999999536, 'Israel': 5.831892213317804e-23, 'Japan': 8.751407507011717e-29, 'Russia': 7.466563820847682e-21, 'UAE': 4.3504974120172374e-14, 'UK': 5.355711968686871e-23, 'ULA': 2.8187159126813157e-20, 'USA': 2.8647217909351826e-15, 'SpaceX': 7.126624946285054e-20}",62,2023,0.8356141422236415,False,SpaceX,0.17456862745098023,1,0.11769415753744394,True
Israel,{'p_64_0': 'SpaceX'},1.0842433689515427e+18,"{'China': 0.7716507177033493, 'France': 0.7767344497607656, 'Germany': 0.6160349854227406, 'India': 0.7132984901277585, 'Israel': 0.7647802528597232, 'Japan': 0.7671627305079262, 'Russia': 0.6271713615023474, 'UAE': 0.747037037037037, 'UK': 0.7064696485623004, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 1.0120671005637033e-13, 'France': 1.4496709226895004e-09, 'Germany': 1.620749373049555e-13, 'India': 0.011260487429065191, 'Israel': 0.7432451801218587, 'Japan': 3.5166822105317406e-14, 'Russia': 1.3972859528122362e-09, 'UAE': 3.080701307920193e-13, 'UK': 0.07609678423977355, 'ULA': 1.185964855499704e-05, 'USA': 2.9249120564525048e-15, 'SpaceX': 0.1693856857131811}",64,2014,0.760047313928979,True,SpaceX,0.17456862745098023,1,0.1932609858321065,True
Germany,"{'p_66_1': 'SpaceX', 'p_66_0': 'SpaceX'}",5678190216011.961,"{'China': 0.7716507177033493, 'France': 0.7767344497607656, 'Germany': 0.6160349854227406, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.7671627305079262, 'Russia': 0.6271713615023474, 'UAE': 0.747037037037037, 'UK': 0.7064696485623004, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 5.061706980495273e-09, 'France': 2.0409765733671433e-09, 'Germany': 0.11773331155540134, 'India': 1.0096129233228223e-14, 'Israel': 0.8822666787370267, 'Japan': 4.872473430223375e-10, 'Russia': 2.290889129715256e-13, 'UAE': 1.4537922450071713e-19, 'UK': 5.3432645155962224e-17, 'ULA': 4.3511122254089064e-12, 'USA': 3.3353390626548924e-16, 'SpaceX': 2.1130504613750445e-09}",66,2012,0.5916684889019738,True,SpaceX,0.1739514348785871,1,0.3616398108591117,True
France,{'p_69_0': 'SpaceX'},2.641543180659706e+18,"{'China': 0.7716507177033493, 'France': 0.7767344497607656, 'Germany': 0.6416326530612245, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.7671627305079262, 'Russia': 0.6271713615023474, 'UAE': 0.747037037037037, 'UK': 0.7064696485623004, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 9.508855599192383e-07, 'France': 0.999997971052783, 'Germany': 1.4860974685333713e-09, 'India': 3.724262365026301e-12, 'Israel': 2.6930154424518674e-09, 'Japan': 7.338665602839888e-12, 'Russia': 3.1915690045229688e-12, 'UAE': 5.167285423042816e-08, 'UK': 3.3918678522776444e-16, 'ULA': 2.970814733771361e-10, 'USA': 1.0218766909994974e-06, 'SpaceX': 2.1662527047980034e-11}",69,2015,0.5889058170663772,False,SpaceX,0.1739514348785871,1,0.3644024826947082,True
Russia,{'p_71_0': 'SpaceX'},2.440398044310194e+18,"{'China': 0.7716507177033493, 'France': 0.7120065789473684, 'Germany': 0.6416326530612245, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.7671627305079262, 'Russia': 0.6271713615023474, 'UAE': 0.747037037037037, 'UK': 0.7064696485623004, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 2.669410458296304e-08, 'France': 5.416947358808497e-10, 'Germany': 1.4076106217190539e-06, 'India': 0.07176065371811126, 'Israel': 6.410133467094822e-13, 'Japan': 6.971887544154963e-09, 'Russia': 0.8738085675168825, 'UAE': 0.023496731318780547, 'UK': 3.9523778647301685e-06, 'ULA': 2.697121987207951e-08, 'USA': 3.823520490256489e-15, 'SpaceX': 0.03092862627818758}",71,2018,0.42804678735800195,True,SpaceX,0.1739514348785871,1,0.5252615124030835,True
India,{'p_74_1': 'SpaceX'},1.788746676699557e+18,"{'China': 0.7716507177033493, 'France': 0.7120065789473684, 'Germany': 0.6416326530612245, 'India': 0.7132984901277585, 'Israel': 0.7843818984547463, 'Japan': 0.7671627305079262, 'Russia': 0.6558504875406285, 'UAE': 0.747037037037037, 'UK': 0.7064696485623004, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 2.4426286803145124e-12, 'France': 3.170297044212329e-05, 'Germany': 1.5075874922686828e-09, 'India': 0.9961039111623056, 'Israel': 2.1659359890565304e-05, 'Japan': 0.0014648764934416746, 'Russia': 2.3665547841743654e-05, 'UAE': 0.0017072729730446537, 'UK': 3.5081974777347454e-10, 'ULA': 3.120316168801864e-07, 'USA': 3.570845903216108e-10, 'SpaceX': 0.000646597243482201}",74,2021,0.8356141422236415,True,SpaceX,0.1739514348785871,1,0.11769415753744394,True
UAE,{},0.0,"{'China': 0.7716507177033493, 'France': 0.7120065789473684, 'Germany': 0.6416326530612245, 'India': 0.7353524524256232, 'Israel': 0.7843818984547463, 'Japan': 0.7671627305079262, 'Russia': 0.6558504875406285, 'UAE': 0.747037037037037, 'UK': 0.7064696485623004, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 5.617154205560974e-11, 'France': 9.162957094689472e-10, 'Germany': 1.7986794991370308e-16, 'India': 1.5052223836407542e-18, 'Israel': 5.7688780216789133e-08, 'Japan': 0.8466303073477724, 'Russia': 0.0028340109683854197, 'UAE': 0.1505356229720487, 'UK': 1.3702750836870343e-13, 'ULA': 1.258832518924865e-16, 'USA': 2.7207432528421622e-11, 'SpaceX': 2.320113236664962e-11}",75,2019,0.6961247422806927,True,SpaceX,0.1739514348785871,1,0.2571835574803928,True
France,{'p_77_0': 'SpaceX'},3.446077752781665e+18,"{'China': 0.7716507177033493, 'France': 0.7120065789473684, 'Germany': 0.6416326530612245, 'India': 0.7353524524256232, 'Israel': 0.7843818984547463, 'Japan': 0.7671627305079262, 'Russia': 0.6558504875406285, 'UAE': 0.7700336700336702, 'UK': 0.7064696485623004, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 6.0359867535176904e-15, 'France': 0.9999965174268729, 'Germany': 3.4540539225075515e-06, 'India': 2.4825301596324574e-17, 'Israel': 6.075515387969549e-13, 'Japan': 8.619185413473358e-15, 'Russia': 1.3334432095706765e-13, 'UAE': 2.5438548555635073e-08, 'UK': 5.443693657719269e-10, 'ULA': 8.930871830047968e-12, 'USA': 7.392061901266482e-12, 'SpaceX': 2.519208108129581e-09}",77,2020,0.5889058170663772,False,SpaceX,0.1739514348785871,1,0.3644024826947082,True
Germany,{'p_80_0': 'SpaceX'},3.462345105216201e+18,"{'China': 0.7716507177033493, 'France': 0.6572368421052631, 'Germany': 0.6416326530612245, 'India': 0.7353524524256232, 'Israel': 0.7843818984547463, 'Japan': 0.7671627305079262, 'Russia': 0.6558504875406285, 'UAE': 0.7700336700336702, 'UK': 0.7064696485623004, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 3.3663126514778896e-18, 'France': 1.4726360920152177e-09, 'Germany': 0.9957175397792938, 'India': 5.100724937186786e-13, 'Israel': 8.585818677216802e-12, 'Japan': 1.651000437085918e-12, 'Russia': 3.314750854921945e-15, 'UAE': 0.004282162084603124, 'UK': 6.785045545589298e-17, 'ULA': 4.521720234325694e-14, 'USA': 2.9662747554868764e-07, 'SpaceX': 2.5196071883285295e-11}",80,2025,0.5916684889019738,False,SpaceX,0.1739514348785871,1,0.3616398108591117,True
UK,"{'p_83_1': 'SpaceX', 'p_83_0': 'SpaceX'}",1.925703556326443e+18,"{'China': 0.7716507177033493, 'France': 0.6572368421052631, 'Germany': 0.601530612244898, 'India': 0.7353524524256232, 'Israel': 0.7843818984547463, 'Japan': 0.7671627305079262, 'Russia': 0.6558504875406285, 'UAE': 0.7700336700336702, 'UK': 0.7064696485623004, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 2.751384802181884e-05, 'France': 4.4136088926792705e-09, 'Germany': 8.484431933621022e-10, 'India': 2.073994458848292e-10, 'Israel': 5.565259441143429e-06, 'Japan': 8.676856941650877e-08, 'Russia': 2.469700636151521e-07, 'UAE': 1.1255792553489872e-05, 'UK': 0.11847303886575658, 'ULA': 2.0721856012750348e-05, 'USA': 4.855728880440547e-05, 'SpaceX': 0.8814130078813252}",83,2015,0.8424731089686259,True,SpaceX,0.1739514348785871,1,0.11083519079245951,True
Japan,{'p_86_0': 'SpaceX'},1.2074172362901809e+18,"{'China': 0.7716507177033493, 'France': 0.6572368421052631, 'Germany': 0.601530612244898, 'India': 0.7353524524256232, 'Israel': 0.7843818984547463, 'Japan': 0.7671627305079262, 'Russia': 0.6558504875406285, 'UAE': 0.7700336700336702, 'UK': 0.7290489063652004, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 1.1549215173151737e-25, 'France': 3.0006950013568522e-27, 'Germany': 4.731624710390934e-32, 'India': 1.4237855916514012e-26, 'Israel': 4.3683799540851564e-24, 'Japan': 0.9999999997250577, 'Russia': 2.2894985563020283e-17, 'UAE': 7.433146740310326e-22, 'UK': 6.03622668492615e-25, 'ULA': 6.478577474103991e-20, 'USA': 2.554783280581331e-30, 'SpaceX': 2.7494228879920625e-10}",86,2015,0.951678293383076,True,SpaceX,0.1739514348785871,1,0.0016300063780094742,True
UK,{'p_87_0': 'SpaceX'},1.0988357762929869e+18,"{'China': 0.7716507177033493, 'France': 0.6572368421052631, 'Germany': 0.601530612244898, 'India': 0.7353524524256232, 'Israel': 0.7843818984547463, 'Japan': 0.7865658362989323, 'Russia': 0.6558504875406285, 'UAE': 0.7700336700336702, 'UK': 0.7290489063652004, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 2.360396803576361e-11, 'France': 8.191181781343429e-07, 'Germany': 1.492984464950363e-10, 'India': 2.0874673012362298e-12, 'Israel': 2.0534867377063324e-12, 'Japan': 0.0017008232081306084, 'Russia': 2.9089128234126145e-12, 'UAE': 1.7467326984222213e-14, 'UK': 0.997614282750647, 'ULA': 7.816615955861848e-07, 'USA': 6.637156282217807e-14, 'SpaceX': 0.0006832930814125131}",87,2024,0.8424731089686259,True,SpaceX,0.17176749703440108,1,0.11083519079245951,True
SpaceX,{'p_88_0': 'SpaceX'},2.631096175491277e+18,"{'China': 0.7716507177033493, 'France': 0.6572368421052631, 'Germany': 0.601530612244898, 'India': 0.7353524524256232, 'Israel': 0.7843818984547463, 'Japan': 0.7865658362989323, 'Russia': 0.6558504875406285, 'UAE': 0.7700336700336702, 'UK': 0.7484025559105432, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9583333333333334}","{'China': 5.0982741324098406e-23, 'France': 2.035493678650248e-20, 'Germany': 1.4625962685784748e-16, 'India': 7.60131248143626e-24, 'Israel': 1.145080829746906e-21, 'Japan': 2.7604170885461096e-18, 'Russia': 6.275600642065829e-22, 'UAE': 1.125040574871469e-18, 'UK': 1.3936226343619764e-18, 'ULA': 1.520014165605313e-14, 'USA': 6.872392025965739e-19, 'SpaceX': 0.9999999999999847}",88,2018,0.9533082997610854,True,SpaceX,0.17176749703440108,1,0.0,True
